07:22:09.009	2
07:22:09.048	2
07:22:09.087	2
07:22:09.129	2
07:22:09.168	2
07:22:09.207	2
07:22:09.249	2
07:22:09.288	2
07:22:09.327	2
07:22:09.369	2
07:22:09.408	2
07:22:09.447	2
07:22:09.489	2
07:22:09.528	2
07:22:09.567	2
07:22:09.609	2
07:22:09.648	2
07:22:09.687	2
07:22:09.729	2
07:22:09.768	2
07:22:09.807	2
07:22:09.849	2
07:22:09.888	2
07:22:09.927	2
07:22:09.969	2
07:22:10.008	2
07:22:10.047	2
07:22:10.089	2
07:22:10.116	2
07:22:10.122	2
07:22:10.125	2
07:22:10.128	2
07:22:10.134	2
07:22:10.137	2
07:22:10.143	2
07:22:10.146	2
07:22:10.152	2
07:22:10.155	2
07:22:10.161	2
07:22:10.164	2
07:22:10.167	2
07:22:10.167	2
07:22:10.167	2
07:22:10.173	2
07:22:10.176	2
07:22:10.182	2
07:22:10.185	2
07:22:10.185	2
07:22:10.188	2
07:22:10.191	2
07:22:10.194	2
07:22:10.197	2
07:22:10.203	2
07:22:10.203	2
07:22:10.206	2
07:22:10.209	2
07:22:10.209	2
07:22:10.215	2
07:22:10.215	2
07:22:10.221	2
07:22:10.224	2
07:22:10.227	2
07:22:10.227	2
07:22:10.233	2
07:22:10.233	2
07:22:10.236	2
07:22:10.242	2
07:22:10.245	2
07:22:10.245	2
07:22:10.248	2
07:22:10.248	2
07:22:10.254	2
07:22:10.257	2
07:22:10.263	2
07:22:10.263	2
07:22:10.266	2
07:22:10.269	2
07:22:10.272	2
07:22:10.275	2
07:22:10.275	2
07:22:10.281	2
07:22:10.284	2
07:22:10.287	2
07:22:10.287	2
07:22:10.287	2
07:22:10.293	2
07:22:10.296	2
07:22:10.302	2
07:22:10.305	2
07:22:10.305	2
07:22:10.308	2
07:22:10.311	2
07:22:10.314	2
07:22:10.317	2
07:22:10.323	2
07:22:10.323	2
07:22:10.326	2
07:22:10.329	2
07:22:10.329	2
07:22:10.335	2
07:22:10.335	2
07:22:10.341	2
07:22:10.344	2
07:22:10.347	2
07:22:10.347	2
07:22:10.353	2
07:22:10.353	2
07:22:10.356	2
07:22:10.362	2
07:22:10.365	2
07:22:10.365	2
07:22:10.368	2
07:22:10.368	2
07:22:10.374	2
07:22:10.377	2
07:22:10.383	2
07:22:10.383	2
07:22:10.386	2
07:22:10.389	2
07:22:10.392	2
07:22:10.395	2
07:22:10.395	2
07:22:10.401	2
07:22:10.404	2
07:22:10.407	2
07:22:10.407	2
07:22:10.407	2
07:22:10.413	2
07:22:10.416	2
07:22:10.422	2
07:22:10.425	2
07:22:10.425	2
07:22:10.428	2
07:22:10.431	2
07:22:10.434	2
07:22:10.437	2
07:22:10.443	2
07:22:10.443	2
07:22:10.446	2
07:22:10.449	2
07:22:10.449	2
07:22:10.455	2
07:22:10.455	2
07:22:10.461	2
